flow_tuple,app_name,packet_count,bytes,current_packet_size,time_since_last_packet
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,268,131023,207,0.068
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,269,131196,173,0.002
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,270,131418,222,0.002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,271,132301,883,0.062999
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,272,133348,1047,0.001999
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,273,134292,944,0.001999
111.31.33.21:443->172.20.92.191:62751,哔哩哔哩,274,134352,60,0.016999
111.31.33.21:443->172.20.92.191:62751,哔哩哔哩,275,135139,787,0.003002
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,276,135199,60,0.016
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,277,135259,60,0.021002
111.31.33.21:443->172.20.92.191:62751,哔哩哔哩,278,135431,172,0.015998
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,279,136548,1117,0.004996
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,280,136608,60,0.002026
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,281,136668,60,0.251343
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,282,136728,60,0.001557
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,283,136964,236,0.245459
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,284,137082,118,0.002
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,285,137925,843,0.02758
111.31.33.21:443->172.20.92.191:62751,哔哩哔哩,286,138712,787,0.269483
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,287,138925,213,0.019
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,288,139043,118,0.002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,289,139256,213,0.002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,290,139374,118,0.002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,291,139587,213,0.002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,292,139641,54,0.003
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,293,139759,118,0.003999
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,294,139813,54,0.002002
111.31.33.21:443->172.20.92.191:62751,哔哩哔哩,295,139985,172,0.025
