flow_tuple,app_name,packet_count,bytes,current_packet_size,time_since_last_packet
111.6.56.83:443->172.20.92.191:59849,知乎,350,321353,1448,0.004999
111.6.56.83:443->172.20.92.191:59849,知乎,351,321407,54,0.003004
111.6.56.83:443->172.20.92.191:59849,知乎,352,322855,1448,0.004997
111.6.56.83:443->172.20.92.191:59849,知乎,353,324303,1448,0.005001
111.6.56.83:443->172.20.92.191:59849,知乎,354,325751,1448,0.005999
111.6.56.83:443->172.20.92.191:59849,知乎,355,327199,1448,0.003999
111.6.56.83:443->172.20.92.191:59849,知乎,356,327253,54,0.003
111.6.56.83:443->172.20.92.191:59849,知乎,357,328701,1448,0.003999
111.6.56.83:443->172.20.92.191:59849,知乎,358,330149,1448,0.002
111.6.56.83:443->172.20.92.191:59849,知乎,359,331597,1448,0.003
111.6.56.83:443->172.20.92.191:59849,知乎,360,333045,1448,0.003
111.6.56.83:443->172.20.92.191:59849,知乎,361,333099,54,0.002002
111.6.56.83:443->172.20.92.191:59849,知乎,362,334547,1448,0.002999
111.6.56.83:443->172.20.92.191:59849,知乎,363,335995,1448,0.003
111.6.56.83:443->172.20.92.191:59849,知乎,364,337443,1448,0.002999
111.6.56.83:443->172.20.92.191:59849,知乎,365,338891,1448,0.003
111.6.56.83:443->172.20.92.191:59849,知乎,366,338945,54,0.003004
111.6.56.83:443->172.20.92.191:59849,知乎,367,340393,1448,0.004997
111.6.56.83:443->172.20.92.191:59849,知乎,368,341841,1448,0.003
